Device Make,Device Model,Popular
Pantech,IM-A770,0
Pantech,IM-A780L Vega Racer,0
Pantech,IM-A800S,0
Pantech,IM-T100K/Vega No.5,0
Pantech,IS11PT,0
Pantech,P2020/Ease,0
Pantech,P4000,0
Pantech,P4100,0
Pantech,P5000,0
Pantech,P6010,0
Pantech,P7000,0
Pantech,P7040,0
Pantech,P8000/Crossover,0
Pantech,P9020,0
Pantech,P9050,0
Pantech,P9060,0
Pantech,P9070,0
Pantech,PG-1210,0
Pantech,PG-1310v,0
Pantech,PG-1410,0
Pantech,PG-1900,0
Pantech,PG-3210,0
Pantech,PG-3500,0
Pantech,PG-3700,0
Pantech,PG-3810,0
Pantech,PG-6200,0
Pantech,PG-C120,0
Pantech,PG-C150,0
Pantech,PG-C300,0
Pantech,PG1600,0
Pantech,PG3000,0
Pantech,PN-215,0
Pantech,PN-320/CDM-8932 (MetroPCS),0
Pantech,PN-3200,0
Pantech,PN-E330,0
Pantech,PT-GF500,0
PANTECH,PU-C600,0
Pantech,PU-C810,0
Pantech,S100,0
Pantech,SKY IM A600S/Sirius,0
Pantech,SKY IM-A630K Izar,0
Pantech,TX215,0
Pantech,TXT8030/Razzle (Verizon Wireless),0
Pantech,TXT8035,0
Pantech,TXT8045,0
Pantech,U4000,0
PCD,ADR6350,0
PCD,C721,0
PCD,TTX28,0
PCD,TTX28MX,0
PCD,TTX38,0
PCD,TXT8026 (Cricket Wireless),0
PCD,TXT8040/Jest,0
Philips,199,0
Philips,289,0
Philips,292,0
Philips,3200,0
Philips,362,0
Philips,568,0
Philips,760,0
Philips,768,0
Philips,9@9w,0
Philips,CT9A9G,0
Philips,E100,0
Philips,F511,0
Philips,Fisio-330,0
Philips,GoGear SA3,0
Philips,K700,0
Philips,W186,0
Philips,W626,0
Philips,X100,0
Philips,X216,0
Philips,X500,0
Philips,X501,0
Philips,X503,0
Philips,X520/Xenium,0
Philips,X600,0
Philips,X703,0
Philips,X800,0
Philips,X830,0
Philips,Xenium 9@9,0
PhoneOne,M202,0
PhoneOne,M505,0
PhoneOne,M901,0
PhoneOne,S101,0
Pirelli-Arcor,DH910/DP-L10,0
Polaroid,PMID700,0
Polaroid,PMID701C,0
Polaroid,PTAB7200,0
POV,Mobii 7,0
POV,Play Tab Pro,0
Prestigio,PMP3074B,0
Prestigio,PMP5080B,0
Q-mobile,Q131,0
Q-Mobile,S10,0
QCI,OPWV 6,0
QMobile,F220,0
QMobile,Q61,0
Qtek,8010,0
Qtek,9100,0
Qware,TB-1007,0
Qware,TB-9010,0
RIM,6750,0
RIM,BlackBerry 5810,0
RIM,BlackBerry 6230,0
RIM,BlackBerry 6510,0
RIM,BlackBerry 6710,0
RIM,BlackBerry 7100,0
RIM,BlackBerry 7100i,0
RIM,BlackBerry 7100t/Charm,0
RIM,BlackBerry 7130,0
RIM,BlackBerry 7130e,0
RIM,BlackBerry 7210,0
RIM,BlackBerry 7230,0
RIM,BlackBerry 7250,0
RIM,BlackBerry 7280,0
RIM,BlackBerry 7290,0
RIM,BlackBerry 7510,0
RIM,BlackBerry 7520,0
RIM,BlackBerry 7730,0
RIM,BlackBerry 7780,0
RIM,BlackBerry 8100 (Pearl),1
RIM,BlackBerry 8110,1
RIM,BlackBerry 8120,1
RIM,BlackBerry 8130,1
RIM,BlackBerry 8220/Pearl Flip,1
RIM,BlackBerry 8230,1
RIM,BlackBerry 8300,1
RIM,Blackberry 8310,1
RIM,BlackBerry 8320,1
RIM,BlackBerry 8330,1
RIM,BlackBerry 8330m,1
RIM,BlackBerry 8350i,1
RIM,BlackBerry 8520 Curve,1
RIM,BlackBerry 8520/Curve,1
RIM,BlackBerry 8530/Curve,1
RIM,Blackberry 857,0
Rim,BlackBerry 8600,0
RIM,BlackBerry 8700,1
RIM,BlackBerry 8700c,0
RIM,BlackBerry 8703e,0
RIM,BlackBerry 8703e (Verizon Wireless),0
RIM,BlackBerry 8705g,0
RIM,BlackBerry 8707,0
RIM,BlackBerry 8800,1
RIM,BlackBerry 8820,1
RIM,BlackBerry 8830,1
RIM,BlackBerry 8900,1
RIM,BlackBerry 8910,1
RIM,BlackBerry 8980,0
RIM,BlackBerry 9000,1
RIM,BlackBerry 9100/Pearl 3G,1
RIM,BlackBerry 9105/Pearl 3G,1
RIM,BlackBerry 9220,0
RIM,BlackBerry 9300 Curve 3G,1
RIM,BlackBerry 9300/Curve 3G (Gemini),1
RIM,BlackBerry 9320,0
RIM,BlackBerry 9330/Curve,1
RIM,BlackBerry 9350,1
RIM,BlackBerry 9360,1
RIM,BlackBerry 9370,0
RIM,BlackBerry 9380/Curve Touch,1
RIM,BlackBerry 9500,1
RIM,BlackBerry 9500/Storm (Thunder),0
RIM,BlackBerry 9520/Storm II (Oden),0
RIM,BlackBerry 9520/Storm II Odin,1
RIM,BlackBerry 9530/Storm,1
RIM,BlackBerry 9550/Storm2,1
RIM,BlackBerry 9650,1
RIM,BlackBerry 9650/Tour2 (Verizon Wireless),1
RIM,BlackBerry 9670,1
RIM,BlackBerry 9700/Onyx,1
RIM,BlackBerry 9780,1
RIM,BlackBerry 9790,1
RIM,BlackBerry 9800,1
RIM,BlackBerry 9810,1
RIM,BlackBerry 9850,1
RIM,BlackBerry 9860,1
RIM,BlackBerry 9900,1
RIM,BlackBerry 9981,0
RIM,BlackBerry Bold Touch 9900/Dakota,0
RIM,Blackberry Bold Touch 9930,1
RIM,BlackBerry PlayBook,1
RIM,BlackBerry Torch 9860/Monza,0
RIM,BlackBerry Tour 9630,1
RIM,Non-Mobile,0
Ron,D09,0
RoverPC,S5,0
RT,240x320,0
Saayi,A8HD,0
Sagem,3XXX,0
Sagem,MC2007,0
Sagem,MY 421Z (Orange),0
Sagem,MY C3-2,0
Sagem,MY C4-2,0
Sagem,MY C5-2,0
Sagem,MY X-5m,0
Sagem,MY X5-2,0
Sagem,MY X6-2,0
Sagem,MY Z-5,0
Sagem,my202C,0
Sagem,my212X,0
Sagem,my213,0
Sagem,my214X,0
Sagem,my300C,0
Sagem,my300X,0
Sagem,my301X,0
Sagem,my302X,0
Sagem,my312X,0
Sagem,my400V,0
Sagem,my400X,0
Sagem,my401C,0
Sagem,my401Ci,0
Sagem,my401X,0
Sagem,my401Z,0
Sagem,my405X,0
Sagem,my411C,0
Sagem,my411Ci,0
Sagem,my411Cv,0
Sagem,my411V,0
Sagem,my411X,0
Sagem,my411Xi,0
Sagem,my419X,0
Sagem,my501C,0
Sagem,my501Ci,0
Sagem,my501X,0
Sagem,my511X,0
Sagem,my511Xi,0
Sagem,my521X,0
Sagem,my600v,0
Sagem,My600x,0
Sagem,my700x,0
Sagem,my721X,0
Sagem,my730c,0
Sagem,my750C,0
Sagem,my750X,0
Sagem,my800X,0
Sagem,my810x,0
Sagem,my850C,0
Sagem,my850V,0
Sagem,my901C,0
Sagem,myC-3b,0
Sagem,myC-3m,0
Sagem,myC-4,0
Sagem,myC2-3,0
Sagem,myC5-2T,0
Sagem,myC5-2v,0
Sagem,myC5-3,0
Sagem,myS-7,0
Sagem,myV-55,0
Sagem,myV-56,0
Sagem,myV-65,0
Sagem,myV-75,0
Sagem,myV-76,0
Sagem,myV-85,0
Sagem,myW-7,0
Sagem,myX-2,0
Sagem,myX-2G,0
Sagem,myX-3,0
Sagem,myX-4,0
Sagem,myX-4T,0
Sagem,myX-5,0
Sagem,myX-5-2T,0
Sagem,myX-6,0
Sagem,myX-7,0
Sagem,myX-8,0
Sagem,myX2-2,0
Sagem,myX3-2,0
Sagem,myX5-2m,0
Sagem,myX5-2v,0
Sagem,myZ-55,0
Sagem,P'9522/Porsche Design,0
Sagem,SG322i,0
Sagem,SG341i,0
Sagem,SG342i,0
Sagem,SG344i,0
Sagem,SG346i,0
Sagem,VF526,0
Sagem,VF533,0
Sagem,VF540,0
Sagem,Vodafone 527,0
SAMART,I-mobile 600,0
SAMART,i-mobile 606,0
SAMART,i-mobile 609,0
SAMART,iDEA 802,0
Samsung,705SC,0
Samsung,B2100,1
Samsung,B2100/Explorer,0
Samsung,B2700,0
Samsung,B3210/CorbyTXT,1
Samsung,B5702C,1
Samsung,B7722,1
Samsung,Behold 2,1
Samsung,C3010,1
Samsung,C3050 (Orange),1
Samsung,C3053,1
Samsung,C3300,0
Samsung,C5212,1
Samsung,C6620/Valencia (MTV Mobile Italy),0
Samsung,C6625,1
Samsung,Captivate,1
Samsung,E1310C,0
Samsung,E1360B,1
Samsung,E1410,1
Samsung,E2100,1
Samsung,E2210,0
Samsung,E2210B,1
Samsung,E2210L,0
Samsung,E2510,1
Samsung,F310,0
Samsung,Galaxy Ace,1
Samsung,Galaxy Fit S5670,1
Samsung,Galaxy Indulge,1
Samsung,Galaxy Nexus,1
Samsung,Galaxy Player YP-GB1,1
Samsung,Galaxy S2,1
Samsung,Galaxy Tab 10.1,1
Samsung,Galaxy U,1
Samsung,Galaxy X,0
Samsung,Gem,1
Samsung,GT B3210/CorbyTXT,0
Samsung,GT B3310,1
Samsung,GT B3313,1
Samsung,GT B3410/Corby text,1
Samsung,GT B5310,1
Samsung,GT B5722,1
Samsung,GT B7300/Lite,0
Samsung,GT B7320/OmniaPRO,1
Samsung,GT B7330/Omnia PRO,1
Samsung,GT B7350/OmniaPRO4,0
Samsung,GT C3212/DuoS,1
Samsung,GT C3300K,1
Samsung,GT C3510/CorbyPOP,1
Samsung,GT C5130,1
Samsung,GT C6112,1
Samsung,GT E2120,1
Samsung,GT E2121,1
Samsung,GT E2130,1
Samsung,GT i5700/Galaxy Spica,1
Samsung,GT I6220,1
Samsung,GT i6500u/Saturn,0
Samsung,GT i7500 Galaxy,1
Samsung,GT i7500/Galaxy,0
Samsung,GT I9000/Galaxy S,1
Samsung,GT M2310/BeatDJ,1
Samsung,GT M2510,1
Samsung,GT M2513,0
Samsung,GT M2520/Beat,1
Samsung,GT M5650/Corby Lindy,1
Samsung,GT M8910/Pixon12,0
Samsung,GT S3030/Tobi,0
Samsung,GT S3100,1
Samsung,GT S3370/Corby,1
Samsung,GT S3600C,1
Samsung,GT S3653,1
Samsung,GT S5233S,1
Samsung,GT S5233W,1
Samsung,GT S5350/Shark,1
Samsung,GT S5503,0
Samsung,GT S5510,1
Samsung,GT S5560,1
Samsung,GT S5600 (Vodafone),1
Samsung,GT S5603,1
Samsung,GT S5620,1
Samsung,GT S7550/Blue Earth,0
Samsung,GT S8000L/Jet,0
Samsung,GT-B2710/Xcover 271,0
Samsung,GT-B3410R/Corby Plus,1
Samsung,GT-B3410W/Chat,1
Samsung,GT-B5310L,0
Samsung,GT-B5310R,1
Samsung,GT-B5310U,0
Samsung,GT-B5510,0
Samsung,GT-B5510B,0
Samsung,GT-B5510L,1
Samsung,GT-B5512,0
Samsung,GT-B6520,0
Samsung,GT-B7510,1
Samsung,GT-B7510L,1
Samsung,GT-B7610/Louvre,0
Samsung,GT-B7620,0
Samsung,GT-C3110,0
Samsung,GT-C3200,1
Samsung,GT-C3212,0
Samsung,GT-C3222,1
Samsung,GT-C3303,1
Samsung,GT-C3303i,1
Samsung,GT-C3303K,1
Samsung,GT-C3312,1
Samsung,GT-C3322,1
Samsung,GT-C3330,0
Samsung,GT-C3350,0
Samsung,GT-C3500,1
Samsung,GT-C3510T,0
Samsung,GT-C3518,0
Samsung,GT-C3520,0
Samsung,GT-C3530,1
Samsung,GT-C3560,0
Samsung,GT-C3630,1
Samsung,GT-C3750/Metallic Gray,1
Samsung,GT-C3752,1
Samsung,GT-C5010,1
Samsung,GT-C5220,1
Samsung,GT-C5510,1
Samsung,GT-C6712,0
Samsung,GT-C6712/GT-C6712 Star II Duos,1
Samsung,GT-E1390,0
Samsung,GT-E2152,1
Samsung,GT-E2220,0
Samsung,GT-E2222,1
Samsung,GT-E2232,1
Samsung,GT-E2330B,1
Samsung,GT-E2370/Xcover,1
Samsung,GT-E2530,1
Samsung,GT-E2550 Monte Slider,1
Samsung,GT-E2550L,1
Samsung,GT-E2652W,1
Samsung,GT-E3210,1
Samsung,GT-E3213K,0
Samsung,GT-I5500,0
Samsung,GT-I5500 Galaxy Europa,1
Samsung,GT-i5500B,1
Samsung,GT-i5500L,1
Samsung,GT-I5500M,1
Samsung,GT-i5503T,0
Samsung,GT-I5508,1
Samsung,GT-I5510L,1
Samsung,GT-I5510M,1
Samsung,GT-I5510T,1
Samsung,GT-i5700L,0
Samsung,GT-I5800,1
Samsung,GT-I5800D,0
Samsung,GT-i5800L,1
Samsung,GT-I5801,1
Samsung,GT-I6230/Lite Star TV,0
Samsung,GT-I6330C,0
Samsung,GT-I6410,1
Samsung,GT-I6712,0
Samsung,GT-i8000/Omnia II,1
Samsung,GT-I8150 Galaxy W,1
Samsung,GT-I8160,0
Samsung,GT-I8320,0
Samsung,GT-I8350,0
Samsung,GT-I8510/INNOV8,0
Samsung,GT-i8700,0
Samsung,GT-I8910/Omnia HD,1
Samsung,GT-I9000B,1
Samsung,GT-i9000M,1
Samsung,GT-I9000T,1
Samsung,GT-I9001,0
Samsung,GT-I9001 Galaxy S Plus,1
Samsung,GT-I9003,1
Samsung,GT-I9003L,1
Samsung,GT-I9008L/Galaxy S,1
Samsung,GT-I9010 Galaxy S,1
Samsung,GT-I9070,0
Samsung,GT-I9088 Galaxy S,1
Samsung,GT-I9100,1
Samsung,GT-I9100 Galaxy S2,1
Samsung,GT-I9100G,1
Samsung,GT-I9100M,1
Samsung,GT-I9100P,1
Samsung,GT-I9100T,1
Samsung,GT-I9103,1
Samsung,GT-I9108,1
Samsung,GT-I9220,1
Samsung,GT-M3310,0
Samsung,GT-M3318C,0
Samsung,GT-M3710,1
Samsung,GT-M7500,0
Samsung,GT-M7600/Beat DJ,0
Samsung,GT-M7600L,0
Samsung,GT-M8910,0
Samsung,GT-M8910B,0
Samsung,GT-M8910H,0
Samsung,GT-N7000 Galaxy Note,1
Samsung,GT-P1000 Galaxy Tab,1
Samsung,GT-P1000L,1
Samsung,GT-P1000M,1
Samsung,GT-P1000N,1
Samsung,GT-P1000R,1
Samsung,GT-P1000T/Galaxy Tab,1
Samsung,GT-P1010 Galaxy Tab,1
Samsung,GT-P3100,1
Samsung,GT-P5100,0
Samsung,GT-P6200,1
Samsung,GT-P6810,0
Samsung,GT-P7300 Galaxy Tab 8.9,1
Samsung,GT-P7310 Galaxy Tab 8.9,1
Samsung,GT-P7320,0
Samsung,GT-P7500 Galaxy Tab 10.1,1
Samsung,GT-P7500/P4,1
Samsung,GT-P7510 Galaxy Tab 10.1,1
Samsung,GT-S3060,0
Samsung,GT-S3310,1
Samsung,GT-S3310i,0
Samsung,GT-S3350,1
Samsung,GT-S3353,1
Samsung,GT-S3501C,0
Samsung,GT-S3550/Shark 3,1
Samsung,GT-S3600i,1
Samsung,GT-S3601C,0
Samsung,GT-S3650/Corby,1
Samsung,GT-S3650C,0
Samsung,GT-S3650H,0
Samsung,GT-S3653W/Genio,1
Samsung,GT-S3770,0
Samsung,GT-S3850,1
Samsung,GT-S5050,0
Samsung,GT-S5150/Diva folder,0
Samsung,GT-S5230,0
Samsung,GT-S5230 Star,1
Samsung,GT-S5230C,1
Samsung,GT-S5230G,0
Samsung,GT-S5230N,0
Samsung,GT-S5233A,1
Samsung,GT-S5233s,1
Samsung,GT-S5233T,1
Samsung,GT-S5250/Wave 2,1
Samsung,GT-S5253,1
Samsung,GT-S5260/Star II,1
Samsung,GT-S5263,1
Samsung,GT-S5270,0
Samsung,GT-S5270K,0
Samsung,GT-S5270L,0
Samsung,GT-S5330,1
Samsung,GT-S5333/ Wave 533,1
Samsung,GT-S5360 Galaxy Y,1
Samsung,GT-S5360L,1
Samsung,GT-S5360T,0
Samsung,GT-S5363,1
Samsung,GT-S5368,1
Samsung,GT-S5380,0
Samsung,GT-S5380K,0
Samsung,GT-S5510T,0
Samsung,GT-S5511T,0
Samsung,GT-S5520,0
Samsung,GT-S5530,0
Samsung,GT-S5550/Shark 2,0
Samsung,GT-S5560i,1
Samsung,GT-S5570/Galaxy Mini,1
Samsung,GT-S5570B,1
Samsung,GT-S5570L,1
Samsung,GT-S5600L,0
Samsung,GT-S5603T,1
Samsung,GT-S5610K,0
Samsung,GT-S5620B,0
Samsung,GT-S5620L,0
Samsung,GT-S5628,0
Samsung,GT-S5630C,0
Samsung,GT-S5660/Galaxy Gio,1
Samsung,GT-S5660L,0
Samsung,GT-S5660m,0
Samsung,GT-S5660V,0
Samsung,GT-S5670 Galaxy Fit,1
Samsung,GT-S5670B,0
Samsung,GT-S5670L,1
Samsung,GT-S5690 Xcover,1
Samsung,GT-S5750E,0
Samsung,GT-S5753E,0
Samsung,GT-S5780,1
Samsung,GT-S5820,1
Samsung,GT-S5830,1
Samsung,GT-S5830B,1
Samsung,GT-S5830D,1
Samsung,GT-S5830L/Galaxy Ace,1
Samsung,GT-S5830M,1
Samsung,GT-S5830T Galaxy Ace,1
Samsung,GT-S5838,0
Samsung,GT-S6700,0
Samsung,GT-S7070/Diva,1
Samsung,GT-S7070C,0
Samsung,GT-S7220,0
Samsung,GT-S7230B,0
Samsung,GT-S7230E,1
Samsung,GT-S7230E/Wave 723,0
Samsung,GT-S7233E,0
Samsung,GT-S7250,0
Samsung,GT-S7330,1
Samsung,GT-S7350,1
Samsung,GT-S7500,1
Samsung,GT-S8300,0
Samsung,GT-S8530/Wave 2,1
Samsung,GT-S8600,0
Samsung,i520V,0
Samsung,I5503,1
Samsung,I5510,1
Samsung,i601,0
Samsung,I7110,0
Samsung,I8150,0
Samsung,M100S,1
Samsung,M220,0
Samsung,M2710/Beat Twist,1
Samsung,M320,0
Samsung,M3200,1
Samsung,M3510/Beat,1
Samsung,M540 Rant,1
Samsung,m550 (Exclaim),1
Samsung,M630 Highnote,0
Samsung,M7603,0
Samsung,M850/Instinct HD,1
Samsung,M8800/Pixon,1
Samsung,M8800L,0
Samsung,MM-A700,0
Samsung,Nexus S,1
Samsung,Nexus S 4G,1
Samsung,Omnia 7,1
Samsung,Omnia II,1
Samsung,P6200,1
Samsung,P6800,1
Samsung,P6810,1
Samsung,PLSM520KTQ,0
Samsung,R375,1
Samsung,R380,1
Samsung,R450/Messager (Metro PCS),1
Samsung,R560,1
Samsung,R570,1
Samsung,R580/Messager III,1
Samsung,R610,0
Samsung,R631/Messager Touch,1
Samsung,R810/Finesse,1
Samsung,R850/Caliber,1
Samsung,R860/Caliber,1
Samsung,S3110,0
Samsung,S3500,1
Samsung,S3600,1
Samsung,S3710,1
Samsung,S400i,0
Samsung,S401i,0
Samsung,S410i,0
Samsung,S500i,0
Samsung,S501i,0
Samsung,S5200,1
Samsung,S5320,0
Samsung,S5369,0
Samsung,S5PV210,1
Samsung,S6102,1
Samsung,S7230,0
Samsung,S730i,0
Samsung,S8000,1
Samsung,S8003/Jet,1
Samsung,S8300T,1
Samsung,S8500,1
Samsung,S9402,0
Samsung,SC-02C/Galaxy S2,1
Samsung,SC-02D,0
Samsung,SCH A915,0
Samsung,SCH F309,0
Samsung,SCH F339,0
Samsung,SCH i220/Code,1
Samsung,SCH i519,0
Samsung,SCH R211 (Cricket),1
Samsung,SCH R300 (MetroPCS),0
Samsung,SCH R310,1
Samsung,SCH R350,1
Samsung,SCH R351,1
Samsung,SCH R420,1
Samsung,SCH R550/JetSet,1
Samsung,SCH R561,0
Samsung,SCH R600,1
Samsung,SCH S319,0
Samsung,SCH S379,0
Samsung,SCH U350/Smooth,1
Samsung,SCH U440/Gloss,0
Samsung,SCH U450/Intensity,1
Samsung,SCH U490,0
Samsung,SCH U640/Convoy,1
Samsung,SCH U650,0
Samsung,SCH U740/Alias,1
Samsung,SCH U750/Alias 2,1
Samsung,SCH U810/Renown,0
Samsung,SCH U820/Reality,1
Samsung,SCH U900 (Verizon Wireless),1
Samsung,SCH U960/Rogue,1
Samsung,SCH W259,1
Samsung,SCH-A570,0
Samsung,SCH-A630,0
Samsung,SCH-A645,0
Samsung,SCH-A670,0
Samsung,SCH-A815,0
Samsung,SCH-A850,0
Samsung,SCH-A870,1
Samsung,SCH-A890,0
Samsung,SCH-A900,0
Samsung,SCH-A930,0
Samsung,SCH-A950,0
Samsung,SCH-A970,0
Samsung,SCH-A990,0
Samsung,SCH-E159,0
Samsung,SCH-F519 (Tata Indicom),0
Samsung,SCH-F679,0
Samsung,SCH-i110,1
Samsung,SCH-i329,0
Samsung,SCH-I400,1
Samsung,SCH-I405,1
Samsung,SCH-I500,1
Samsung,SCH-i509,1
Samsung,SCH-i510/Droid Charge,1
Samsung,SCH-i559/Galaxy Mini,1
Samsung,SCH-i569/Galaxy Gio,1
Samsung,SCH-i579/Galaxy Ace,1
Samsung,SCH-i760,0
Samsung,SCH-I770/Saga (Verizon Wireless),1
Samsung,SCH-I800,1
Samsung,SCH-i809,1
Samsung,SCH-I815,0
Samsung,SCH-i905/Galaxy Tab 10.1 4G,1
Samsung,SCH-I909 Galaxy S,1
Samsung,SCH-I910/Omnia,1
Samsung,SCH-i919,1
Samsung,SCH-i929,0
Samsung,SCH-i957,0
Samsung,SCH-M490,0
Samsung,SCH-M519,0
Samsung,SCH-M569,0
Samsung,SCH-M828C,1
Samsung,SCH-N330,0
Samsung,SCH-N415,0
Samsung,SCH-N485,0
Samsung,SCH-R100,1
Samsung,SCH-R261,1
Samsung,SCH-R335,0
Samsung,SCH-R355 (TracFone),1
Samsung,SCH-R360,1
Samsung,SCH-R400,0
Samsung,SCH-R430 (MetroPCS),1
Samsung,SCH-R451 (TracFone),1
Samsung,SCH-R460,1
Samsung,SCH-R500,1
Samsung,SCH-R510,0
Samsung,SCH-R520,0
Samsung,SCH-R610,0
Samsung,SCH-R640,0
Samsung,SCH-R680,1
Samsung,SCH-R720,1
Samsung,SCH-R800,1
Samsung,SCH-R880,1
Samsung,SCH-R900,1
Samsung,SCH-U340,0
Samsung,SCH-U360,1
Samsung,SCH-U410,1
Samsung,SCH-U410T,0
Samsung,SCH-U420,0
Samsung,SCH-U430,1
Samsung,SCH-U460P,1
Samsung,SCH-U510,0
Samsung,SCH-U520,0
Samsung,SCH-U540,0
Samsung,SCH-U550,0
Samsung,SCH-U620,0
Samsung,SCH-U660,0
Samsung,SCH-U700,0
Samsung,SCH-U706/Muse,0
Samsung,SCH-U740,0
Samsung,SCH-U820,0
Samsung,SCH-U940,0
Samsung,SCH-W109,0
Samsung,SCH-W169,1
Samsung,SCH-W399,0
Samsung,SCH-W531,0
Samsung,SCH-W569,0
Samsung,SCH-W579,0
Samsung,SCH-W619,0
Samsung,SCH-W899,1
Samsung,SEC-SGHA501,0
Samsung,SGH A167/GoPhone,1
Samsung,SGH A637,0
Samsung,SGH A687,1
Samsung,SGH A697/Sunburst,1
Samsung,SGH A766/Propel,0
Samsung,SGH A767/Propel,1
Samsung,SGH A837/Rugby,1
Samsung,SGH A867/Eternity,1
Samsung,SGH A885/Advance,0
Samsung,SGH A886/Forever,1
Samsung,SGH A887/Solstice,1
Samsung,SGH B110,0
Samsung,SGH B130L,0
Samsung,SGH B220,0
Samsung,SGH B310,0
Samsung,SGH BC01,0
Samsung,SGH C270,1
Samsung,SGH C276,1
Samsung,SGH C280,0
Samsung,SGH C417,0
Samsung,SGH D730,0
Samsung,SGH D988,0
Samsung,SGH E250i,1
Samsung,SGH F268,0
Samsung,SGH F309,0
Samsung,SGH F480,1
Samsung,SGH F480I,1
Samsung,SGH F480L,0
Samsung,SGH G810,0
Samsung,SGH i200,0
Samsung,SGH i550V,0
Samsung,SGH i560,0
Samsung,SGH I627,1
Samsung,SGH i728,0
Samsung,SGH i900v/OMNIA,0
Samsung,SGH J700i,1
Samsung,SGH J708i,0
Samsung,SGH L708,0
Samsung,SGH L810V,0
Samsung,SGH L811,0
Samsung,SGH M150,1
Samsung,SGH M200,1
Samsung,SGH M310,0
Samsung,SGH M310V (Vodafone),0
Samsung,SGH M628,0
Samsung,SGH P250,0
Samsung,SGH P960,0
Samsung,SGH S366,0
Samsung,SGH T119,0
Samsung,SGH T139,1
Samsung,SGH T356,1
Samsung,SGH T359/Smiley,1
Samsung,SGH T406,0
Samsung,SGH T459/Gravity,1
Samsung,SGH T469/Gravity2,1
Samsung,SGH T509S,0
Samsung,SGH T629,0
Samsung,SGH T669 Gravity Touch,1
Samsung,SGH T746/Impact,1
Samsung,SGH T939/Behold2,1
Samsung,SGH U800E,0
Samsung,SGH-A107,1
Samsung,SGH-A117,0
Samsung,SGH-A127,0
Samsung,SGH-A137,0
Samsung,SGH-A177,1
Samsung,SGH-A187,1
Samsung,SGH-A197,1
Samsung,SGH-A227,0
Samsung,SGH-A237,0
Samsung,SGH-A256/Hype,1
Samsung,SGH-A257/Magnet,1
Samsung,SGH-A401,0
Samsung,SGH-A411,0
Samsung,SGH-A412,0
Samsung,SGH-A436,0
Samsung,SGH-A437,1
Samsung,SGH-A516,0
Samsung,SGH-A517,0
Samsung,SGH-A551,0
Samsung,SGH-A561,0
Samsung,SGH-A597/Eternity II,1
Samsung,SGH-A657,0
Samsung,SGH-A667,1
Samsung,SGH-A667TL,1
Samsung,SGH-A701,0
Samsung,SGH-A706,0
Samsung,SGH-A707,1
Samsung,SGH-A711,0
Samsung,SGH-A717,0
Samsung,SGH-A727,0
Samsung,SGH-A736,0
Samsung,SGH-A737,1
Samsung,SGH-A746,0
Samsung,SGH-A747,0
Samsung,SGH-A767/Propel,1
Samsung,SGH-A777,1
Samsung,SGH-A797/Mariner,1
Samsung,SGH-A801,0
Samsung,SGH-A811,0
Samsung,SGH-A817,1
Samsung,SGH-A821,0
Samsung,SGH-A827,0
Samsung,SGH-A847,1
Samsung,SGH-A877/Impression,1
Samsung,SGH-A897/Angel,1
Samsung,SGH-A927,1
Samsung,SGH-B100,1
Samsung,SGH-B130,1
Samsung,SGH-B200,0
Samsung,SGH-B270,0
Samsung,SGH-B270i,1
Samsung,SGH-B300,0
Samsung,SGH-B320,0
Samsung,SGH-B500,0
Samsung,SGH-B510,0
Samsung,SGH-B520,0
Samsung,SGH-C100G,0
Samsung,SGH-C130,0
Samsung,SGH-C140,0
Samsung,SGH-C160,1
Samsung,SGH-C160L,0
Samsung,SGH-C165,0
Samsung,SGH-C166,0
Samsung,SGH-C170,0
Samsung,SGH-C180,0
Samsung,SGH-C200,0
Samsung,SGH-C207,0
Samsung,SGH-C210,0
Samsung,SGH-C225,0
Samsung,SGH-C230,0
Samsung,SGH-C250,0
Samsung,SGH-C260,0
Samsung,SGH-C260M,0
Samsung,SGH-C266,0
Samsung,SGH-C275L,0
Samsung,SGH-C300,0
Samsung,SGH-C400,0
Samsung,SGH-C406,0
Samsung,SGH-C408,0
Samsung,SGH-C414,1
Samsung,SGH-C414V,0
Samsung,SGH-c414Y,0
Samsung,SGH-C416,0
Samsung,SGH-C417,0
Samsung,SGH-C420L,0
Samsung,SGH-C421,0
Samsung,SGH-C425,0
Samsung,SGH-C426,0
Samsung,SGH-C450,1
Samsung,SGH-C500,0
Samsung,SGH-C506,0
Samsung,SGH-C510,0
Samsung,SGH-C516,0
Samsung,SGH-C520,0
Samsung,SGH-CC03,0
Samsung,SGH-D307,0
Samsung,SGH-D347,0
Samsung,SGH-D357,0
Samsung,SGH-D406,0
Samsung,SGH-D407,0
Samsung,SGH-D410,0
Samsung,SGH-D500,1
Samsung,SGH-D500C,0
Samsung,SGH-D500E,0
Samsung,SGH-D508,0
Samsung,SGH-D510,0
Samsung,SGH-D520,0
Samsung,SGH-D528,0
Samsung,SGH-D600,0
Samsung,SGH-D600 Conquer,1
Samsung,SGH-D600E,1
Samsung,SGH-D608,0
Samsung,SGH-D720,0
Samsung,SGH-D728,0
Samsung,SGH-D780,1
Samsung,SGH-D788,0
Samsung,SGH-D800,0
Samsung,SGH-D807,0
Samsung,SGH-D820,0
Samsung,SGH-D828,0
Samsung,SGH-D830,0
Samsung,SGH-D836,0
